x,y,links off,file off,file off hex,flag 1,flag 2,flag 3,flag 4,flag 5
-16910,-1277,17600,35739648,0x2215800,0,1,1,1,0
-17772,-2365,17604,35833856,0x222c800,1,1,1,1,0
-17420,-3549,17612,35928064,0x2243800,1,1,1,1,0
-20493,-4701,17620,36009984,0x2257800,0,0,0,0,1
-17934,-5853,17626,36108288,0x226f800,1,0,1,1,0
-17420,-7069,17630,36184064,0x2282000,1,1,1,1,0
-17421,-8093,17638,36274176,0x2298000,1,0,1,1,0
-14862,-11741,17644,36366336,0x22ae800,0,1,1,1,0
1522,14148,17648,36446208,0x22c2000,1,1,1,1,0
1108,5604,17652,36540416,0x22d9000,1,0,1,1,0
2035,3716,17660,36616192,0x22eb800,0,1,1,1,0
1523,2244,17666,36694016,0x22fe800,1,1,1,1,0
242,964,17672,36790272,0x2316000,0,0,0,0,1
259,4,17676,36876288,0x232b000,0,0,0,0,1
1523,-988,17682,36974592,0x2343000,1,0,0,0,1
2035,-2556,17688,37074944,0x235b800,1,0,0,0,1
1043,-3164,17694,37173248,0x2373800,1,0,1,1,0
-1790,-7261,17700,37259264,0x2388800,0,1,1,1,0
-1549,-8093,17704,37302272,0x2393000,1,0,1,1,0
2546,-11260,17710,37343232,0x239d000,1,0,0,0,1
19619,13988,17714,37431296,0x23b2800,1,0,1,1,0
21491,12900,17720,37521408,0x23c8800,1,0,1,1,0
21490,11684,17726,37603328,0x23dc800,1,0,0,1,0
16370,5604,17730,37679104,0x23ef000,0,0,0,1,0
15348,4676,17734,37736448,0x23fd000,0,1,1,1,0
16882,3620,17742,37810176,0x240f000,0,1,1,1,0
19955,2148,17746,37900288,0x2425000,1,0,0,0,1
17907,1156,17752,37996544,0x243c800,1,0,1,1,0
19954,4,17758,38062080,0x244c800,1,0,1,1,0
19962,4,17762,38127616,0x245c800,1,0,1,1,0
19962,4,17766,38193152,0x246c800,1,0,1,1,0
19954,-1180,17770,38258688,0x247c800,0,1,1,1,0
20978,-1180,17774,38320128,0x248b800,1,0,1,1,0
17908,-2364,17778,38383616,0x249b000,0,0,0,0,1
19954,-3548,17786,38455296,0x24ac800,0,1,1,1,0
20466,-4700,17790,38514688,0x24bb000,0,0,1,1,0
19586,-5884,17794,38553600,0x24c4800,0,0,1,1,0
22515,-7068,17798,38610944,0x24d2800,1,0,0,0,1
21490,-8252,17804,38686720,0x24e5000,0,0,1,1,0
19442,-9404,17808,38744064,0x24f3000,1,0,1,1,0
17394,-10652,17812,38813696,0x2504000,1,0,0,0,1
-26637,14180,17816,38903808,0x251a000,1,1,0,1,0
-29198,12772,17822,38959104,0x2527800,1,1,0,1,0
-26637,11844,17826,39038976,0x253b000,1,0,1,1,0
-26638,2340,17832,39129088,0x2551000,1,0,1,1,0
-26630,2340,17836,39194624,0x2561000,1,0,1,1,0
-26630,2340,17840,39260160,0x2571000,1,0,1,1,0
-26638,-1180,17844,39325696,0x2581000,0,1,1,1,0
-26126,-7068,17848,39368704,0x258b800,1,1,1,1,0
-24078,-8156,17852,39450624,0x259f800,1,0,1,1,0
-6670,16356,17856,39540736,0x25b5800,1,1,0,1,0
-10766,15236,17860,39620608,0x25c9000,0,1,1,1,0
-7693,14180,17864,39696384,0x25db800,0,0,0,0,1
-8205,11812,17870,39772160,0x25ee000,1,1,1,1,0
-7694,2244,17876,39854080,0x2602000,0,1,0,1,0
-7694,-1180,17880,39890944,0x260b000,0,1,1,1,0
-7694,-8348,17884,39933952,0x2615800,0,1,1,1,0
-6158,12772,17888,39987200,0x2622800,0,0,0,1,0
4083,-8315,17892,40028160,0x262c800,0,0,0,0,1
10739,16421,17898,40112128,0x2641000,0,0,0,0,1
11762,15301,17904,40196096,0x2655800,1,1,0,1,0
10498,13957,17908,40251392,0x2663000,0,0,1,1,0
10738,12901,17912,40318976,0x2673800,0,1,0,1,0
10738,11749,17916,40361984,0x267e000,1,0,1,1,0
10739,2245,17920,40441856,0x2691800,0,1,0,1,0
10738,-1211,17926,40480768,0x269b000,0,1,1,1,0
10738,-9403,17930,40550400,0x26ac000,0,1,1,1,0
10740,-10587,17934,40632320,0x26c0000,0,0,0,0,1
10740,-11771,17942,40720384,0x26d5800,1,0,1,1,0
10740,-14171,17950,40790016,0x26e6800,0,1,1,0,0
10740,-15291,17958,40847360,0x26f4800,0,0,0,0,1
10740,-16443,17966,40933376,0x2709800,1,1,0,1,0
10740,-18843,17974,41005056,0x271b000,0,1,1,0,0
10740,-19995,17982,41062400,0x2729000,0,0,0,0,1
10740,-21147,17990,41150464,0x273e800,0,0,1,1,0
10740,-23579,17998,41226240,0x2751000,0,1,1,0,0
10244,-24699,18006,41283584,0x275f000,1,1,1,1,0
10740,-25851,18014,41367552,0x2773800,0,0,1,1,0
29683,16421,18022,41441280,0x2785800,0,0,0,0,1
28658,15301,18028,41523200,0x2799800,1,1,0,1,0
29682,14181,18032,41570304,0x27a5000,1,0,1,1,0
29682,12965,18036,41641984,0x27b6800,0,1,0,1,0
29682,11685,18040,41699328,0x27c4800,1,1,0,1,0
29683,7205,18044,41766912,0x27d5000,0,0,0,0,1
27634,2341,18050,41859072,0x27eb800,1,0,1,1,0
31730,-155,18054,41934848,0x27fe000,1,1,1,1,0
29684,-1179,18058,42029056,0x2815000,0,0,0,0,1
31730,-2363,18066,42125312,0x282c800,0,1,1,1,0
30195,-3547,18070,42219520,0x2843800,1,1,1,1,0
31732,-4699,18076,42313728,0x285a800,1,0,0,0,1
30243,-5883,18084,42385408,0x286c000,1,1,1,1,0
30195,-7067,18090,42477568,0x2882800,0,0,0,0,1
29170,-8251,18096,42573824,0x289a000,0,0,0,0,1
29684,-10587,18100,42625024,0x28a6800,1,1,1,1,0
29684,-11739,18108,42704896,0x28ba000,1,0,1,1,0
29172,-15291,18116,42770432,0x28ca000,0,1,1,1,0
28660,-16411,18124,42854400,0x28de800,0,1,0,1,0
29172,-19995,18132,42919936,0x28ee800,0,1,1,1,0
28660,-21083,18140,43001856,0x2902800,0,0,1,1,0
28692,-24699,18148,43073536,0x2914000,0,1,1,1,0
28244,-25787,18156,43157504,0x2928800,0,1,0,1,0
-17934,16357,18164,43202560,0x2933800,1,1,0,1,0
-15374,15269,18168,43261952,0x2942000,1,0,1,1,0
-16909,14181,18172,43327488,0x2952000,1,0,0,0,1
-16910,12965,18178,43403264,0x2964800,1,1,0,1,0
-17390,11749,18182,43472896,0x2975800,0,1,1,1,0
-18445,7013,18186,43554816,0x2989800,1,0,1,1,0
-13837,5861,18192,43646976,0x29a0000,1,1,1,1,0
-14349,4677,18198,43741184,0x29b7000,0,0,0,0,1
-14861,3525,18204,43837440,0x29ce800,1,1,1,1,0
-19469,2309,18210,43933696,0x29e6000,1,0,0,0,1
-15374,1221,18216,44023808,0x29fc000,1,1,1,1,0
-16909,-219,18220,44089344,0x2a0c000,1,1,1,1,0
-16908,-1179,18226,44185600,0x2a23800,1,1,1,1,0
-14349,-2363,18234,44281856,0x2a3b000,1,0,0,0,1
-17228,-3547,18240,44382208,0x2a53800,0,0,0,0,1
-19981,-4699,18248,44480512,0x2a6b800,1,0,0,0,1
-16909,-5755,18254,44568576,0x2a81000,1,1,1,1,0
-16910,-6939,18260,44664832,0x2a98800,0,1,1,1,0
1586,13926,18264,44754944,0x2aae800,0,0,1,1,0
2034,12902,18268,44830720,0x2ac1000,1,1,1,1,0
1522,11814,18272,44912640,0x2ad5000,1,0,1,1,0
2034,4678,18276,44992512,0x2ae8800,1,0,1,1,0
3571,3302,18280,45082624,0x2afe800,1,1,1,1,0
4081,2374,18286,45174784,0x2b15000,0,0,0,0,1
2035,1094,18288,45264896,0x2b2b000,1,0,0,0,1
2036,6,18294,45357056,0x2b41800,0,0,0,0,1
2036,-1178,18302,45455360,0x2b59800,0,0,0,0,1
498,-2266,18310,45553664,0x2b71800,1,0,1,1,0
2034,-3450,18314,45639680,0x2b86800,0,1,1,1,0
2036,-6010,18318,45711360,0x2b98000,0,1,1,1,0
2034,-6938,18326,45801472,0x2bae000,1,1,1,1,0
20466,13990,18330,45893632,0x2bc4800,0,0,1,1,0
19442,12838,18334,45967360,0x2bd6800,1,1,1,1,0
20467,11750,18338,46057472,0x2bec800,0,1,1,1,0
19442,6982,18344,46139392,0x2c00800,1,1,1,1,0
19074,5926,18348,46209024,0x2c11800,1,0,0,0,1
20467,4486,18352,46297088,0x2c27000,0,1,1,1,0
20228,3526,18358,46391296,0x2c3e000,0,0,0,0,1
22515,2342,18366,46487552,0x2c55800,1,0,1,1,0
19987,1190,18372,46577664,0x2c6b800,1,0,0,0,1
20466,-250,18378,46667776,0x2c81800,1,1,1,1,0
20147,-1370,18382,46761984,0x2c98800,1,1,1,1,0
23539,-2362,18388,46856192,0x2caf800,1,1,1,1,0
17395,-3546,18394,46952448,0x2cc7000,0,0,0,0,1
24051,-4698,18400,47048704,0x2cde800,1,0,0,0,1
18418,-5722,18406,47128576,0x2cf2000,0,0,1,1,0
20466,-6970,18410,47218688,0x2d08000,1,1,1,1,0
-25613,13830,18414,47294464,0x2d1a800,1,0,0,0,1
-27661,11846,18420,47390720,0x2d32000,0,0,1,1,0
-28654,6886,18426,47474688,0x2d46800,1,0,1,1,0
-26124,5862,18430,47560704,0x2d5b800,0,0,0,0,1
-27150,4774,18438,47659008,0x2d73800,1,1,1,1,0
-26493,3366,18442,47755264,0x2d8b000,0,1,1,1,0
-27150,2406,18448,47849472,0x2da2000,1,1,1,1,0
-26126,1062,18452,47945728,0x2db9800,0,1,1,1,0
-26125,-218,18456,48011264,0x2dc9800,1,1,1,1,0
-26125,-1018,18462,48105472,0x2de0800,1,1,1,1,0
-26126,-2298,18468,48199680,0x2df7800,1,0,1,1,0
-23565,-3674,18472,48285696,0x2e0c800,1,1,1,1,0
-26364,-4506,18478,48379904,0x2e23800,0,0,0,0,1
-26622,-6906,18486,48478208,0x2e3b800,1,1,1,1,0
-8206,13958,18490,48553984,0x2e4e000,0,0,0,1,0
-17933,12774,18494,48599040,0x2e59000,1,1,1,1,0
-14349,11782,18500,48689152,0x2e6f000,1,0,0,0,1
-7693,10566,18506,48773120,0x2e83800,1,0,1,1,0
-5133,9382,18512,48846848,0x2e95800,0,1,1,1,0
-5646,8230,18518,48916480,0x2ea6800,1,0,1,1,0
-6157,7046,18522,49000448,0x2ebb000,1,0,0,0,1
-8205,5862,18528,49092608,0x2ed1800,1,0,0,0,1
-8206,4678,18534,49184768,0x2ee8000,0,1,1,1,0
-9069,3526,18538,49244160,0x2ef6800,0,0,0,0,1
-6670,2342,18544,49332224,0x2f0c000,0,0,1,1,0
-9597,1158,18548,49391616,0x2f1a800,1,0,0,0,1
-10765,-26,18554,49475584,0x2f2f000,0,0,0,0,1
-10253,-1178,18560,49573888,0x2f47000,1,1,1,1,0
-10749,-2362,18566,49661952,0x2f5c800,1,0,0,0,1
-9740,-3578,18572,49727488,0x2f6c800,0,0,0,0,1
-10253,-4538,18580,49815552,0x2f82000,0,0,0,0,1
-7182,-7034,18586,49895424,0x2f95800,0,1,1,1,0
3154,13575,18590,49985536,0x2fab800,0,1,0,1,0
13298,12935,18594,50051072,0x2fbb800,1,0,1,1,0
11250,6887,18598,50139136,0x2fd1000,1,1,1,1,0
11250,-7097,18602,50225152,0x2fe6000,1,1,1,1,0
30707,12839,18606,50311168,0x2ffb000,0,0,0,0,1
29682,11751,18612,50403328,0x3011800,0,1,1,1,0
30467,10567,18616,50485248,0x3025800,0,0,0,0,1
29682,9383,18622,50579456,0x303c800,0,1,1,1,0
30706,8231,18626,50651136,0x304e000,0,1,1,1,0
31219,7079,18630,50726912,0x3060800,1,1,1,1,0
30194,-7065,18636,50794496,0x3071000,0,0,0,0,1
1010,13000,18640,50878464,0x3085800,1,1,1,1,0
-15885,12807,18644,50941952,0x3095000,1,1,1,1,0
-16910,11783,18650,51025920,0x30a9800,1,1,1,1,0
3570,11752,18654,51095552,0x30ba800,1,0,1,1,0
1012,10568,18658,51150848,0x30c8000,1,1,1,1,0
-16396,10567,18666,51222528,0x30d9800,0,0,0,0,1
-16910,9383,18674,51312640,0x30ef800,0,1,1,1,0
3570,9384,18678,51388416,0x3102000,0,1,0,1,0
-17422,8231,18682,51439616,0x310e800,0,1,1,1,0
4594,8232,18686,51501056,0x311d800,0,0,1,1,0
-15885,7111,18690,51556352,0x312b000,0,0,0,0,1
499,7048,18696,51640320,0x313f800,1,1,1,1,0
1010,5864,18702,51720192,0x3153000,0,0,1,1,0
-1038,4679,18706,51800064,0x3166800,0,0,0,0,1
1522,3528,18710,51896320,0x317e000,1,1,1,1,0
2034,2344,18714,51992576,0x3195800,0,0,0,0,1
770,1160,18718,52086784,0x31ac800,0,0,0,0,1
1554,8,18722,52183040,0x31c4000,1,1,1,1,0
1010,-1176,18726,52271104,0x31d9800,1,0,1,1,0
1522,-2360,18730,52355072,0x31ee000,0,0,1,1,0
1058,-3544,18734,52428800,0x3200000,0,0,1,1,0
2546,-4728,18738,52506624,0x3213000,1,1,1,1,0
1794,-5880,18742,52600832,0x322a000,0,0,0,0,1
-16398,-7033,18746,52692992,0x3240800,0,1,1,1,0
1522,-7064,18750,52772864,0x3254000,1,1,1,1,0
